      mass_in  chg_in     en_in    azi_in    pol_in  guess_en         x         y         z          px          py          pz          time        en        de       azi       pol    true_x    true_y    true_z     true_px     true_py     true_pz     true_time   true_en   true_de  true_azi  true_pol  start_en    pdev_en   dev_azi   dev_pol    en_err
365         4       2  2.207803  1.885165  1.919853         2 -0.022995  0.250672  0.901537   27.981764  201.483434  -77.450294  1.571756e-08  1.576613 -0.003575  1.432800  1.934595 -0.035831  0.272793  0.898082   12.758400  219.138479  -81.137999  1.503604e-08  1.822322  0.001408  1.512641  1.924853  2.207803 -13.483327 -0.079841  0.009742  0.207803
366         4       2  1.955315  3.016575  1.822393         2 -0.191980  0.061542  0.940567 -190.386543  101.488148  -64.102549  1.200405e-08  1.685630 -0.004990  2.651845  1.859608 -0.262404  0.084083  0.922365 -180.135009   99.134306  -62.337806  1.576692e-08  1.536217  0.001599  2.638494  1.865170  1.955315   9.726030  0.013352 -0.005562 -0.044685
367         4       2  2.145900  0.819377  2.252753         2  0.219911  0.131059  0.795022  164.802071   41.902785 -124.830108  1.887525e-08  1.480882 -0.004211  0.248985  2.204042  0.228681  0.153259  0.783996  168.433620   63.168476 -133.088506  1.844530e-08  1.666237  0.001506  0.358801  2.207761  2.145900 -11.124183 -0.109816 -0.003719  0.145900
368         4       2  1.960332  4.196168  1.978778         2 -0.119525 -0.141910  0.912123 -156.965428 -130.956873  -96.664795  1.146315e-08  1.701453 -0.006030 -2.446282  2.012507 -0.177868 -0.210477  0.875585 -150.841392 -120.828213  -90.652675  1.667781e-08  1.516541  0.001614 -2.466225  2.009380  1.960332  12.192993  0.019943  0.003127 -0.039668
369         4       2  1.985945  1.517527  1.765592         2  0.066313  0.239314  0.946903  101.016016  190.634389  -43.068770  1.444061e-08  1.610644 -0.002821  1.083521  1.767835  0.064316  0.267575  0.946573   88.173081  195.405415  -39.838625  1.527236e-08  1.582191  0.001565  1.146919  1.754534  1.985945   1.798316 -0.063398  0.013300 -0.014055
370         4       2  1.876935  0.574319  2.455849         2  0.248177  0.058994  0.699326  137.151962  -13.564185 -145.456375  2.339935e-08  1.336354 -0.005253 -0.098578  2.383141  0.265117  0.073807  0.680246  129.885447   -4.660132 -138.042315  2.479584e-08  1.196505  0.001919 -0.035863  2.386308  1.876935  11.688080 -0.062715 -0.003167 -0.123065
371         4       2  2.158669  4.795196  1.632718         2 -0.014165 -0.186262  0.987424  -51.194156 -220.474472  -11.279251  1.085116e-08  1.708937 -0.004462 -1.798953  1.620588 -0.022812 -0.274129  0.982780  -57.925091 -224.164973  -15.040185  1.426079e-08  1.791196  0.001427 -1.823669  1.635666  2.158669  -4.592395  0.024716 -0.015077  0.158669
372         4       2  2.006596  4.680857  2.462404         2 -0.048615 -0.185746  0.748938  -59.577831 -114.573266 -167.333030  1.903073e-08  1.486826 -0.007522 -2.050314  2.484322 -0.074817 -0.265101  0.650552  -62.903513 -105.362828 -158.182154  2.501743e-08  1.333945  0.001773 -2.109020  2.481806  2.006596  11.460859  0.058707  0.002516  0.006596
373         4       2  1.811739  3.026926  1.790912         2 -0.196139  0.061289  0.946146 -192.730906  100.950439  -57.882621  1.196688e-08  1.686647 -0.004995  2.659095  1.830816 -0.262851  0.083183  0.931386 -170.819958   95.050496  -52.975025  1.641196e-08  1.365229  0.001744  2.633821  1.835434  1.811739  23.543182  0.025274 -0.004618 -0.188261
374         4       2  1.863764  1.592933  1.687321         2  0.047369  0.241159  0.968049   87.804284  203.514213  -26.270352  1.312710e-08  1.657761 -0.002981  1.163483  1.688769  0.044801  0.271754  0.968296   71.990708  193.913474  -22.499882  1.569911e-08  1.440751  0.001676  1.215316  1.679147  1.863764  15.062274 -0.051833  0.009623 -0.136236
375         4       2  2.019382  4.927967  2.874813         2 -0.009155 -0.149710  0.436479  -15.028917  -40.864279 -164.998141  3.666402e-08  0.969372 -0.024779 -1.923219  2.883590 -0.002708 -0.165675  0.395072  -12.311951  -43.564546 -167.397541  3.690495e-08  1.001021  0.002181 -1.846227  2.877471  2.019382  -3.161661 -0.076992  0.006119  0.019382
376         4       2  2.014390  0.778274  1.890565         2  0.222515  0.135521  0.916998  199.743033   64.476797  -58.253105  1.534930e-08  1.578969 -0.003567  0.312240  1.841521  0.228393  0.153402  0.913847  194.185429   82.193532  -60.996806  1.559772e-08  1.603454  0.001549  0.400407  1.852381  2.014390  -1.527027 -0.088168 -0.010859  0.014390
377         4       2  1.952309  1.868600  1.730371         2 -0.022667  0.254205  0.955114   25.760208  215.699906  -35.815346  1.451892e-08  1.613043 -0.003461  1.451933  1.734197 -0.031575  0.273746  0.954390   15.754690  211.911730  -35.151747  1.537364e-08  1.543805  0.001593  1.496587  1.734734  1.952309   4.484874 -0.044654 -0.000537 -0.047691
378         4       2  2.038669  1.311131  3.016593         2  0.094709  0.040935  0.350363   39.528916   -6.850589 -164.059736  3.801453e-08  0.949573 -0.020234 -0.171601  2.901765  0.079908  0.051036  0.365637   36.194109    0.911680 -169.558421  3.767029e-08  1.000672  0.002182  0.025183  2.931223  2.038669  -5.106512 -0.196785 -0.029458  0.038669
379         4       2  2.018030  1.891626  1.967903         2 -0.022139  0.256643  0.884670   30.464389  196.674493  -87.400845  1.597575e-08  1.572315 -0.003637  1.417120  1.984596 -0.033534  0.273068  0.882526   16.773741  200.501613  -85.546400  1.620975e-08  1.590689  0.001558  1.487332  1.972817  2.018030  -1.155087 -0.070212  0.011779  0.018030
380         4       2  2.012443  5.496818  2.583359         2  0.100469 -0.202548  0.642187   16.760571 -108.253422 -161.656479  2.644529e-08  1.269180 -0.008635 -1.417189  2.546039  0.132759 -0.241363  0.574785   22.487119 -105.898027 -158.741586  2.891995e-08  1.228815  0.001883 -1.361557  2.543061  2.012443   3.284936 -0.055631  0.002978  0.012443
381         4       2  1.856230  5.911050  1.838955         2  0.206290 -0.136162  0.933638  152.224281 -151.916129  -51.489539  1.429032e-08  1.627311 -0.003836 -0.784385  1.805792  0.233740 -0.145816  0.929948  147.306413 -137.061655  -46.647876  1.616264e-08  1.419792  0.001694 -0.749387  1.798610  1.856230  14.616151 -0.034998  0.007183 -0.143770
382         4       2  2.030197  5.472297  3.033176         2  0.052324 -0.077002  0.369930   12.759791  -28.309072 -167.591979  3.751597e-08  0.967081 -0.028433 -1.147334  2.958388  0.052764 -0.071738  0.370776   13.982585  -26.408923 -170.876198  3.730514e-08  1.001694  0.002180 -1.083856  2.968467  2.030197  -3.455434 -0.063478 -0.010079  0.030197
383         4       2  1.742953  5.438646  2.147877         2  0.103458 -0.200001  0.853423   48.127563 -179.565801 -113.287587  1.588988e-08  1.577182 -0.005568 -1.308929  2.118091  0.135527 -0.239654  0.825463   46.856305 -155.158996  -99.071008  1.955099e-08  1.201071  0.001914 -1.277516  2.119446  1.742953  31.314583 -0.031413 -0.001355 -0.257047
384         4       2  1.989530  0.167872  2.927607         2  0.152221 -0.052963  0.406547   42.444927  -38.669113 -165.879734  3.551926e-08  1.025693 -0.015796 -0.738882  2.808356  0.148667 -0.036581  0.416295   44.114613  -30.185086 -165.015085  3.572446e-08  1.001547  0.002181 -0.600072  2.828330  1.989530   2.410809 -0.138810 -0.019973 -0.010470
385         4       2  1.892074  6.140743  2.035110         2  0.240941 -0.094315  0.874289  163.367708 -111.632194  -87.402046  1.635626e-08  1.557087 -0.004193 -0.599442  1.986747  0.259887 -0.092034  0.869200  162.140752  -97.966071  -83.830678  1.723374e-08  1.428221  0.001687 -0.543505  1.987414  1.892074   9.022824 -0.055938 -0.000667 -0.107926
386         4       2  1.925446  1.241203  1.797353         2  0.132814  0.217483  0.942453  149.745762  156.484924  -42.612138  1.427027e-08  1.621500 -0.003733  0.807401  1.765056  0.136243  0.239546  0.939045  135.892490  158.005507  -42.974020  1.568108e-08  1.506857  0.001622  0.860497  1.774151  1.925446   7.608049 -0.053096 -0.009095 -0.074554
387         4       2  1.988818  1.689412  3.007799         2  0.063248  0.061037  0.398881   37.641534    4.775232 -172.785909  3.504454e-08  1.041719 -0.020019  0.126187  2.925427  0.049804  0.067408  0.402330   31.234813   10.146424 -170.215271  3.573576e-08  1.000369  0.002182  0.314090  2.950994  1.988818   4.133420 -0.187904 -0.025567 -0.011182
388         4       2  2.200262  2.682189  2.502224         2 -0.152698  0.173437  0.646046  -29.908646  102.188091 -165.010456  2.605827e-08  1.283577 -0.008241  1.855526  2.568555 -0.194396  0.194647  0.599832  -48.384161  108.399115 -177.846266  2.593241e-08  1.521535  0.001611  1.990612  2.553034  2.200262 -15.639351 -0.135086  0.015522  0.200262
389         4       2  1.964053  1.558611  2.031278         2  0.065910  0.243115  0.871374   96.490259  168.538902  -93.650516  1.640712e-08  1.546988 -0.003576  1.050835  2.020122  0.060454  0.268434  0.863853   81.442927  173.981594  -92.523388  1.695176e-08  1.512971  0.001617  1.132983  2.019649  1.964053   2.248386 -0.082148  0.000473 -0.035947
390         4       2  2.138645  1.333629  2.513181         2  0.156701  0.207462  0.643190  107.271903   60.139254 -151.493441  2.634412e-08  1.267242 -0.006581  0.510964  2.459709  0.148947  0.231289  0.626833  103.329200   79.759483 -165.278858  2.512848e-08  1.476142  0.001647  0.657368  2.473123  2.138645 -14.151788 -0.146405 -0.013414  0.138645
391         4       2  1.898566  3.615400  2.313936         2 -0.187100 -0.044741  0.806823 -152.545351   -0.101112 -156.122569  1.571175e-08  1.585499 -0.007244 -3.140930  2.367783 -0.268170 -0.062463  0.728669 -136.508779    5.658294 -142.075184  2.227175e-08  1.293111  0.001814  3.100166  2.375744  1.898566  22.611211 -6.241096 -0.007961 -0.101434
392         4       2  1.993031  3.035352  2.258331         2 -0.197897  0.075068  0.808201 -129.122241   92.635135 -147.301933  1.649188e-08  1.562467 -0.006016  2.519270  2.318290 -0.259246  0.093584  0.758247 -126.435289   87.765622 -141.035200  2.034186e-08  1.450338  0.001668  2.534801  2.312566  1.993031   7.731283 -0.015531  0.005723 -0.006969
393         4       2  2.041973  1.318331  2.555640         2  0.167822  0.202797  0.605877  104.132320   48.408820 -152.677065  2.799812e-08  1.214787 -0.007180  0.435157  2.496724  0.160889  0.223396  0.592222   98.504832   62.706182 -158.957031  2.777579e-08  1.294793  0.001812  0.566883  2.508019  2.041973  -6.179046 -0.131726 -0.011296  0.041973
394         4       2  2.062570  0.563385  2.065220         2  0.242044  0.077002  0.864563  193.263015   10.285636  -94.065397  1.666672e-08  1.540954 -0.003341  0.053171  2.023209  0.257773  0.098088  0.858053  196.655184   31.822359  -95.933025  1.661790e-08  1.626884  0.001533  0.160427  2.019583  2.062570  -5.281885 -0.107257  0.003626  0.062570
395         4       2  1.988449  3.013627  2.815967         2 -0.111145  0.091206  0.449151   -6.707589   41.968988 -169.492205  3.549839e-08  1.016412 -0.018164  1.729279  2.895900 -0.135074  0.087192  0.420444  -15.876078   39.134574 -168.272042  3.566939e-08  1.001941  0.002180  1.956189  2.895695  1.988449   1.444282 -0.226910  0.000205 -0.011551
396         4       2  1.828369  0.734702  2.986138         2  0.090994  0.018804  0.531597   48.627376   -8.280184 -188.518558  2.718650e-08  1.263855 -0.014864 -0.168661  2.885673  0.087002  0.024371  0.522400   40.361271   -4.043282 -168.560640  2.955457e-08  1.000578  0.002182 -0.099844  2.905438  1.828369  26.312522 -0.068816 -0.019765 -0.171631
397         4       2  1.933116  5.590334  2.349700         2  0.133873 -0.189352  0.773567   55.703764 -145.358936 -142.165688  1.917193e-08  1.479056 -0.006470 -1.204843  2.310895  0.166416 -0.219440  0.736741   59.517164 -136.169168 -135.860161  2.162363e-08  1.349328  0.001759 -1.158736  2.311412  1.933116   9.614210 -0.046106 -0.000517 -0.066884
398         4       2  1.931525  2.897526  2.652536         2 -0.154593  0.136582  0.538074  -21.152794   70.410934 -167.934080  3.175405e-08  1.118645 -0.011264  1.862638  2.728940 -0.186866  0.144045  0.494426  -27.622028   64.617322 -158.481685  3.351275e-08  1.000470  0.002182  1.974758  2.724226  1.931525  11.811954 -0.112120  0.004714 -0.068475
399         4       2  2.009296  0.492684  1.856090         2  0.251034  0.070212  0.928805  212.273650   11.101952  -48.614672  1.537800e-08  1.582253 -0.003583  0.052253  1.795636  0.262225  0.083895  0.925030  211.425044   26.018872  -52.584479  1.545016e-08  1.602067  0.001550  0.122449  1.812810  2.009296  -1.236772 -0.070196 -0.017175  0.009296
400         4       2  2.068259  4.545402  2.031583         2 -0.056341 -0.169818  0.903173  -89.146511 -177.311051 -106.430910  1.185133e-08  1.687553 -0.004642 -2.036657  2.063048 -0.093743 -0.258657  0.860447 -100.517538 -169.508731 -101.726156  1.647685e-08  1.636730  0.001526 -2.106048  2.047312  2.068259   3.105161  0.069391  0.015736  0.068259
401         4       2  2.148916  4.066053  1.916036         2 -0.129206 -0.121514  0.928964 -175.583905 -117.228827  -85.077506  1.060086e-08  1.724011 -0.005062 -2.552909  1.953868 -0.201318 -0.188043  0.895739 -179.389012 -115.521489  -84.521495  1.533282e-08  1.752569  0.001450 -2.569467  1.947963  2.148916  -1.629481  0.016558  0.005905  0.148916
402         4       2  2.153439  1.294354  1.918206         2  0.130413  0.227553  0.904861  143.942757  148.344585  -68.377237  1.558734e-08  1.577410 -0.004196  0.800457  1.890266  0.122767  0.246732  0.902367  131.995305  173.288397  -73.914845  1.520461e-08  1.760731  0.001445  0.919844  1.897923  2.153439 -10.411648 -0.119387 -0.007656  0.153439
403         4       2  1.909829  0.185207  3.020533         2  0.089892 -0.024846  0.464588   35.633041  -23.534001 -180.476837  3.145106e-08  1.144873 -0.019050 -0.583690  2.909253  0.086539 -0.017716  0.461995   32.125491  -17.686104 -169.436472  3.267789e-08  1.000428  0.002182 -0.503251  2.928444  1.909829  14.438362 -0.080438 -0.019192 -0.090171
404         4       2  1.820332  6.280879  2.827465         2  0.152901 -0.061906  0.550905   58.031465  -50.524962 -179.908929  2.679283e-08  1.274339 -0.010699 -0.716360  2.737450  0.155398 -0.051789  0.549179   53.958675  -39.042583 -160.128984  2.922779e-08  1.001213  0.002181 -0.626367  2.747430  1.820332  27.279587 -0.089993 -0.009980 -0.179668
405         4       2  1.914887  6.038855  2.995180         2  0.089126 -0.060660  0.451941   28.797017  -34.087811 -179.890534  3.156357e-08  1.143423 -0.020233 -0.869335  2.898442  0.087241 -0.051086  0.461101   27.908265  -27.694730 -168.982460  3.282047e-08  1.002004  0.002180 -0.781558  2.912988  1.914887  14.113588 -0.087777 -0.014546 -0.085113
406         4       2  2.117889  0.128814  2.368653         2  0.255902 -0.045957  0.744385  137.687903  -70.541912 -137.514276  2.127154e-08  1.425885 -0.005807 -0.473464  2.297429  0.273727 -0.030673  0.731188  151.132834  -55.751745 -146.533321  2.059449e-08  1.578086  0.001568 -0.353405  2.308916  2.117889  -9.644667 -0.120059 -0.011487  0.117889
407         4       2  2.053125  5.761738  1.629243         2  0.191209 -0.174420  0.990294  123.436088 -175.036679   -0.736607  1.623955e-08  1.526661 -0.007340 -0.956588  1.574235  0.211810 -0.175799  0.988582  144.564985 -170.942862   -5.635844  1.468927e-08  1.668882  0.001504 -0.868809  1.595965  2.053125  -8.521921 -0.087779 -0.021729  0.053125
408         4       2  1.997540  1.900443  1.944473         2 -0.025414  0.249511  0.893745   25.916337  199.438706  -83.420159  1.579738e-08  1.577586 -0.003421  1.441574  1.963985 -0.036345  0.272601  0.890098   14.438319  201.328011  -80.396088  1.613823e-08  1.570889  0.001573  1.499203  1.949841  1.997540   0.426319 -0.057629  0.014144 -0.002460
409         4       2  1.985934  1.113892  2.309482         2  0.183604  0.188787  0.761115  140.907444   73.507045 -133.279046  2.036255e-08  1.431777 -0.004679  0.480832  2.268641  0.180833  0.207559  0.755144  132.384627   88.299193 -133.737034  2.050997e-08  1.437981  0.001679  0.588226  2.269705  1.985934  -0.431382 -0.107394 -0.001064 -0.014066
410         4       2  2.043742  2.410548  2.643843         2 -0.061522  0.239840  0.470543   30.721514   68.968553 -149.572813  3.761973e-08  0.934515 -0.012080  1.151739  2.674128 -0.093994  0.258555  0.438120   17.742731   77.233817 -157.114838  3.687063e-08  1.030749  0.002136  1.344987  2.674447  2.043742  -9.336370 -0.193248 -0.000319  0.043742
411         4       2  1.915397  5.514083  3.068184         2  0.041370 -0.044581  0.458704   16.879113  -21.842079 -184.546345  3.104545e-08  1.158974 -0.030758 -0.912875  2.993116  0.040183 -0.041876  0.453506   15.175716  -18.866430 -171.679281  3.288518e-08  1.000643  0.002182 -0.893392  3.001483  1.915397  15.822938 -0.019483 -0.008368 -0.084603
412         4       2  1.935742  0.731571  2.539654         2  0.247157  0.084810  0.635187  122.151259   -6.803802 -150.249346  2.676302e-08  1.249541 -0.006336 -0.055642  2.458223  0.254638  0.104043  0.619642  117.980473    4.936684 -147.392737  2.737757e-08  1.187217  0.001930  0.041819  2.466151  1.935742   5.249635 -0.097461 -0.007928 -0.064258
413         4       2  1.953159  2.144310  2.639344         2 -0.002968  0.236088  0.522724   46.781911   70.273405 -154.746429  3.369653e-08  1.034356 -0.010210  0.983454  2.642177 -0.027313  0.259850  0.490596   33.669971   75.292142 -152.510334  3.434112e-08  1.000708  0.002182  1.150281  2.645840  1.953159   3.362465 -0.166826 -0.003662 -0.046841
414         4       2  1.960620  1.126715  2.861528         2  0.150452  0.086763  0.442548   65.333136   -0.267985 -167.225322  3.349385e-08  1.072929 -0.011386 -0.004102  2.769136  0.141278  0.098519  0.445863   60.638513    7.999939 -162.355870  3.458769e-08  1.001988  0.002180  0.131171  2.781308  1.960620   7.080039 -0.135273 -0.012173 -0.039380
415         4       2  2.067406  1.780184  1.798923         2  0.001883  0.257611  0.937185   48.588810  208.627332  -49.003397  1.468853e-08  1.606885 -0.003775  1.341978  1.795689 -0.007748  0.275741  0.935124   34.459095  215.688674  -50.833461  1.507529e-08  1.673564  0.001501  1.412372  1.799454  2.067406  -3.984228 -0.070394 -0.003765  0.067406
416         4       2  1.951798  3.985905  2.230596         2 -0.147768 -0.111455  0.845635 -152.736185  -74.242744 -142.492578  1.377770e-08  1.635376 -0.006265 -2.689139  2.268904 -0.222921 -0.162223  0.774725 -144.740583  -60.856629 -133.831661  1.995330e-08  1.416573  0.001697 -2.743580  2.276656  1.951798  15.445951  0.054441 -0.007752 -0.048202
417         4       2  2.038925  2.538923  1.887087         2 -0.157487  0.171860  0.914793 -102.649177  179.512277  -75.450734  1.456844e-08  1.612430 -0.004713  2.090239  1.920656 -0.193610  0.195486  0.904356 -114.935076  173.313695  -75.311541  1.565383e-08  1.627897  0.001532  2.156369  1.918248  2.038925  -0.950159 -0.066129  0.002408  0.038925
418         4       2  2.014640  0.589850  2.415250         2  0.248065  0.068427  0.720473  145.436758   -7.264400 -142.202976  2.231303e-08  1.378728 -0.005042 -0.049907  2.344330  0.261981  0.084977  0.703982  146.148971    5.146629 -145.269121  2.248455e-08  1.414073  0.001699  0.035200  2.352865  2.014640  -2.499554 -0.085108 -0.008536  0.014640
419         4       2  2.204258  3.654837  2.845145         2 -0.147104 -0.001099  0.302404  -12.924436   16.809659 -133.583529  4.846167e-08  0.609106 -0.040612  2.226265  2.984175 -0.174796 -0.018937  0.247918  -25.641364   15.596054 -170.716261  4.423361e-08  1.000135  0.002183  2.595138  2.967571  2.204258 -39.097610 -0.368873  0.016604  0.204258
420         4       2  2.144928  6.013299  2.335346         2  0.220593 -0.134326  0.760143  107.281867 -115.837006 -134.414210  2.075106e-08  1.430889 -0.004860 -0.823723  2.276070  0.243030 -0.130010  0.746995  126.289889 -109.674800 -144.785721  1.980313e-08  1.628598  0.001531 -0.715101  2.284280  2.144928 -12.139788 -0.108622 -0.008211  0.144928
421         4       2  2.021139  2.965194  2.678039         2 -0.162468  0.143090  0.468365  -11.424517   61.874265 -156.111870  3.755972e-08  0.943078 -0.013442  1.753381  2.758464 -0.198860  0.143978  0.426193  -23.456754   60.563326 -160.860331  3.694845e-08  1.001779  0.002180  1.940315  2.757859  2.021139  -5.859724 -0.186934  0.000605  0.021139
422         4       2  1.873281  3.683568  2.301021         2 -0.178770 -0.058630  0.815748 -154.561651  -15.239770 -154.850684  1.517358e-08  1.600658 -0.006713 -3.043310  2.354710 -0.263220 -0.081391  0.735979 -137.255983   -4.556714 -138.761824  2.215862e-08  1.268591  0.001840 -3.108406  2.361375  1.873281  26.176102  0.065096 -0.006665 -0.126719
423         4       2  1.957992  6.261833  2.497756         2  0.235817 -0.088419  0.679225  101.574273  -82.280598 -149.698857  2.464398e-08  1.314568 -0.005626 -0.680841  2.423776  0.262551 -0.083148  0.653876  105.964719  -71.756421 -147.702314  2.533024e-08  1.271207  0.001837 -0.595241  2.427634  1.957992   3.411018 -0.085600 -0.003858 -0.042008
424         4       2  2.145122  3.211907  1.831938         2 -0.190146  0.011034  0.942192 -212.420015   40.621165  -66.077393  1.138431e-08  1.701673 -0.005261  2.952643  1.867322 -0.273554  0.028599  0.919837 -210.617616   61.657558  -68.730587  1.491198e-08  1.759744  0.001446  2.856804  1.874305  2.145122  -3.299939  0.095840 -0.006983  0.145122
425         4       2  1.949590  2.225184  2.692633         2 -0.017735  0.206457  0.513551   38.021075   64.713552 -161.052764  3.323130e-08  1.050927 -0.009998  1.039597  2.705484 -0.041253  0.227877  0.478722   25.797857   68.483094 -157.252519  3.417894e-08  1.001434  0.002181  1.210533  2.706029  1.949590   4.942153 -0.170935 -0.000545 -0.050410
426         4       2  2.175948  6.203366  2.902292         2  0.168522 -0.114839  0.311311   22.357571  -42.294487 -126.511153  4.723750e-08  0.609092 -0.022094 -1.084518  2.780063  0.183729 -0.103934  0.281850   36.024179  -46.537771 -163.223573  4.303847e-08  1.002154  0.002180 -0.912058  2.795543  2.175948 -39.221659 -0.172460 -0.015480  0.175948
427         4       2  1.909749  6.059647  2.499266         2  0.217755 -0.136008  0.670214   82.574732  -99.311419 -150.698092  2.500588e-08  1.311046 -0.006049 -0.877157  2.433018  0.240709 -0.133064  0.652245   86.788424  -87.999839 -144.369646  2.586006e-08  1.202199  0.001913 -0.792329  2.433560  1.909749   9.053954 -0.084828 -0.000541 -0.090251
428         4       2  1.880681  1.684756  1.640588         2  0.021561  0.241551  0.981744   62.918769  213.364338  -12.730959  1.318042e-08  1.652024 -0.003580  1.284035  1.627965  0.018974  0.274960  0.980759   53.405155  202.269807  -13.813910  1.555157e-08  1.462854  0.001658  1.312658  1.636732  1.880681  12.931519 -0.028623 -0.008767 -0.119319
429         4       2  1.964632  0.030152  2.748857         2  0.209337 -0.090878  0.502376   58.097538  -61.727121 -156.634636  3.332617e-08  1.055868 -0.010105 -0.815680  2.645545  0.228312 -0.083668  0.470115   60.750417  -53.678167 -153.392275  3.474240e-08  1.002011  0.002180 -0.723672  2.655407  1.964632   5.374918 -0.092008 -0.009861 -0.035368
430         4       2  1.984134  0.063931  2.713648         2  0.231173 -0.094905  0.503168   61.368589  -64.574678 -149.186510  3.489598e-08  1.005054 -0.010497 -0.810849  2.603284  0.253662 -0.086751  0.466221   65.420475  -57.036846 -150.161453  3.552096e-08  1.001357  0.002181 -0.717043  2.617508  1.984134   0.369150 -0.093806 -0.014224 -0.015866
431         4       2  1.990409  2.119315  2.420921         2 -0.040089  0.250450  0.691686   31.551670  127.496449 -153.417880  2.361711e-08  1.357496 -0.006508  1.328199  2.433562 -0.064231  0.267639  0.674039   13.198154  129.641998 -152.800434  2.409431e-08  1.342241  0.001765  1.469341  2.435461  1.990409   1.136534 -0.141142 -0.001898 -0.009591
432         4       2  1.958322  2.806681  1.937287         2 -0.185497  0.114308  0.907135 -148.326048  140.664129  -87.919890  1.353552e-08  1.647759 -0.004883  2.382701  1.976976 -0.237935  0.139512  0.886804 -145.599491  131.679273  -84.574283  1.645362e-08  1.520563  0.001611  2.406355  1.977581  1.958322   8.365055 -0.023654 -0.000605 -0.041678
433         4       2  2.091051  2.276453  1.600493         2 -0.095773  0.174121  0.993445  -67.347973  221.930108   -2.248720  8.739447e-09  1.789943 -0.002403  1.865429  1.580492 -0.140336  0.236828  0.988639  -79.716609  212.119088  -11.464182  1.453047e-08  1.713047  0.001475  1.930277  1.621345  2.091051   4.488877 -0.064849 -0.040853  0.091051
434         4       2  2.064741  1.708515  2.788398         2  0.106047  0.179392  0.413703   60.525789   23.711057 -147.332932  3.966088e-08  0.863311 -0.012724  0.373375  2.726074  0.095457  0.202519  0.381389   58.065428   34.911070 -159.641965  3.867561e-08  1.001172  0.002181  0.541328  2.740229  2.064741 -13.769984 -0.167953 -0.014155  0.064741
435         4       2  1.901385  1.053699  1.806435         2  0.179376  0.196688  0.938215  176.168314  123.154839  -42.989411  1.502122e-08  1.599002 -0.003772  0.610105  1.768192  0.178497  0.209493  0.937552  161.596183  128.262927  -42.941038  1.580321e-08  1.477906  0.001645  0.670903  1.776003  1.901385   8.193773 -0.060798 -0.007811 -0.098615
436         4       2  2.051748  3.717572  2.313388         2 -0.175471 -0.062828  0.813605 -152.594304  -18.267781 -155.609130  1.548202e-08  1.591769 -0.006560 -3.022445  2.362419 -0.258889 -0.093383  0.730921 -147.123006  -14.242124 -151.904126  2.102188e-08  1.495006  0.001632 -3.045089  2.369851  2.051748   6.472403  0.022644 -0.007432  0.051748
437         4       2  2.024553  1.539168  2.741381         2  0.139094  0.183450  0.449796   71.937953   23.755035 -149.119694  3.743741e-08  0.931306 -0.010809  0.318942  2.671534  0.131229  0.206818  0.423201   68.521587   34.337920 -155.547438  3.710916e-08  1.000952  0.002182  0.464548  2.683772  2.024553  -6.957973 -0.145606 -0.012238  0.024553
438         4       2  1.997168  2.360004  2.257512         2 -0.111867  0.221257  0.779542  -22.778747  156.106755 -138.486922  1.975745e-08  1.466539 -0.005510  1.715691  2.291229 -0.141115  0.236347  0.764180  -42.297984  152.483251 -137.465478  2.007483e-08  1.462223  0.001658  1.841387  2.286052  1.997168   0.295190 -0.125696  0.005177 -0.002832
439         4       2  1.972784  3.959454  2.432947         2 -0.159525 -0.100929  0.757732 -122.912013  -40.097447 -170.452522  1.791566e-08  1.523149 -0.008358 -2.826250  2.492678 -0.233384 -0.145948  0.656018 -114.764929  -31.637171 -157.293306  2.506685e-08  1.295142  0.001812 -2.872604  2.493729  1.972784  17.604850  0.046355 -0.001051 -0.027216
440         4       2  1.920159  2.759658  2.435683         2 -0.169303  0.153058  0.697650  -53.980616  108.209278 -163.507123  2.291744e-08  1.376447 -0.006749  2.033527  2.504795 -0.210561  0.177019  0.650922  -56.821261  100.753837 -151.868128  2.588807e-08  1.213014  0.001900  2.084295  2.490671  1.920159  13.473344 -0.050769  0.014125 -0.079841
441         4       2  2.078607  1.027983  2.415016         2  0.202605  0.167018  0.710402  134.940876   48.519921 -143.356628  2.256440e-08  1.368353 -0.005432  0.345170  2.356047  0.203003  0.186344  0.698844  133.048062   64.832856 -151.220264  2.225731e-08  1.490011  0.001636  0.453427  2.366944  2.078607  -8.164906 -0.108257 -0.010897  0.078607
442         4       2  2.044007  2.965885  2.570861         2 -0.185969  0.125026  0.596815  -44.400694   79.787001 -168.261934  2.840019e-08  1.219851 -0.010223  2.078609  2.644401 -0.233140  0.145901  0.518525  -47.078702   76.349066 -165.514939  3.184781e-08  1.179646  0.001939  2.123350  2.644968  2.044007   3.408225 -0.044741 -0.000567  0.044007
443         4       2  1.963806  4.495190  3.134489         2  0.031545 -0.014894  0.417208   18.527264  -10.800833 -180.808928  3.297085e-08  1.103501 -0.036857 -0.527803  3.023535  0.024339 -0.010589  0.415155   14.563428   -7.455151 -172.605817  3.475518e-08  1.000657  0.002182 -0.473129  3.047088  1.963806  10.277725 -0.054674 -0.023554 -0.036194
